2026-08-09 20:02:35,556 | INFO | TEST | Logging system working
2026-08-09 22:21:21,960 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:batchEmbedContents "HTTP/1.1 200 OK"
2026-08-09 22:21:21,972 | INFO | langchain_utils.retriever | MMR retrieval completed. Retrieved 5 documents.
2026-08-09 22:21:21,973 | INFO | langchain_utils.retriever | Retrieved chunk 1 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:21,973 | INFO | langchain_utils.retriever | Retrieved chunk 2 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:21,973 | INFO | langchain_utils.retriever | Retrieved chunk 3 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:21,973 | INFO | langchain_utils.retriever | Retrieved chunk 4 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:21,974 | INFO | langchain_utils.retriever | Retrieved chunk 5 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:21,976 | INFO | langchain_utils.retriever | Starting MMR retrieval.
2026-08-09 22:21:21,976 | INFO | langchain_utils.retriever | Query: What database architecture did RetailSphere use?
2026-08-09 22:21:22,499 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:batchEmbedContents "HTTP/1.1 200 OK"
2026-08-09 22:21:22,511 | INFO | langchain_utils.retriever | MMR retrieval completed. Retrieved 5 documents.
2026-08-09 22:21:22,511 | INFO | langchain_utils.retriever | Retrieved chunk 1 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:22,511 | INFO | langchain_utils.retriever | Retrieved chunk 2 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:22,511 | INFO | langchain_utils.retriever | Retrieved chunk 3 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:22,511 | INFO | langchain_utils.retriever | Retrieved chunk 4 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:22,511 | INFO | langchain_utils.retriever | Retrieved chunk 5 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:22,515 | INFO | langchain_utils.retriever | Starting MMR retrieval.
2026-08-09 22:21:22,515 | INFO | langchain_utils.retriever | Query: Tell me about JourneyStory
2026-08-09 22:21:23,020 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:batchEmbedContents "HTTP/1.1 200 OK"
2026-08-09 22:21:23,035 | INFO | langchain_utils.retriever | MMR retrieval completed. Retrieved 5 documents.
2026-08-09 22:21:23,036 | INFO | langchain_utils.retriever | Retrieved chunk 1 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:23,036 | INFO | langchain_utils.retriever | Retrieved chunk 2 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:23,036 | INFO | langchain_utils.retriever | Retrieved chunk 3 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:23,036 | INFO | langchain_utils.retriever | Retrieved chunk 4 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:23,036 | INFO | langchain_utils.retriever | Retrieved chunk 5 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:23,039 | INFO | langchain_utils.retriever | Starting MMR retrieval.
2026-08-09 22:21:23,040 | INFO | langchain_utils.retriever | Query: What technologies were used in JourneyStory?
2026-08-09 22:21:23,530 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:batchEmbedContents "HTTP/1.1 200 OK"
2026-08-09 22:21:23,545 | INFO | langchain_utils.retriever | MMR retrieval completed. Retrieved 5 documents.
2026-08-09 22:21:23,546 | INFO | langchain_utils.retriever | Retrieved chunk 1 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:23,547 | INFO | langchain_utils.retriever | Retrieved chunk 2 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:23,548 | INFO | langchain_utils.retriever | Retrieved chunk 3 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:23,549 | INFO | langchain_utils.retriever | Retrieved chunk 4 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:23,549 | INFO | langchain_utils.retriever | Retrieved chunk 5 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:23,552 | INFO | langchain_utils.retriever | Starting MMR retrieval.
2026-08-09 22:21:23,552 | INFO | langchain_utils.retriever | Query: What is Kumud's current CGPA?
2026-08-09 22:21:24,022 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:batchEmbedContents "HTTP/1.1 200 OK"
2026-08-09 22:21:24,034 | INFO | langchain_utils.retriever | MMR retrieval completed. Retrieved 5 documents.
2026-08-09 22:21:24,034 | INFO | langchain_utils.retriever | Retrieved chunk 1 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:24,035 | INFO | langchain_utils.retriever | Retrieved chunk 2 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:24,035 | INFO | langchain_utils.retriever | Retrieved chunk 3 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:24,035 | INFO | langchain_utils.retriever | Retrieved chunk 4 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:24,035 | INFO | langchain_utils.retriever | Retrieved chunk 5 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:27,726 | INFO | langchain_utils.retriever | Vector database loaded successfully.
2026-08-09 22:21:27,726 | INFO | langchain_utils.retriever | MMR retriever initialized successfully.
2026-08-09 22:21:27,763 | INFO | langchain_utils.retriever | Starting MMR retrieval.
2026-08-09 22:21:27,763 | INFO | langchain_utils.retriever | Query: Tell me about AURIS
2026-08-09 22:21:28,309 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:batchEmbedContents "HTTP/1.1 200 OK"
2026-08-09 22:21:28,400 | INFO | langchain_utils.retriever | MMR retrieval completed. Retrieved 5 documents.
2026-08-09 22:21:28,400 | INFO | langchain_utils.retriever | Retrieved chunk 1 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:28,400 | INFO | langchain_utils.retriever | Retrieved chunk 2 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:28,400 | INFO | langchain_utils.retriever | Retrieved chunk 3 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:28,400 | INFO | langchain_utils.retriever | Retrieved chunk 4 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:28,401 | INFO | langchain_utils.retriever | Retrieved chunk 5 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:28,402 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-08-09 22:21:29,652 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.1-flash-lite:generateContent "HTTP/1.1 200 OK"
2026-08-09 22:21:29,666 | INFO | langchain_utils.retriever | Starting MMR retrieval.
2026-08-09 22:21:29,666 | INFO | langchain_utils.retriever | Query: What technologies did I use for AURIS?
2026-08-09 22:21:30,676 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:batchEmbedContents "HTTP/1.1 200 OK"
2026-08-09 22:21:30,959 | INFO | langchain_utils.retriever | MMR retrieval completed. Retrieved 5 documents.
2026-08-09 22:21:30,960 | INFO | langchain_utils.retriever | Retrieved chunk 1 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:30,960 | INFO | langchain_utils.retriever | Retrieved chunk 2 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:30,960 | INFO | langchain_utils.retriever | Retrieved chunk 3 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:30,960 | INFO | langchain_utils.retriever | Retrieved chunk 4 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:30,960 | INFO | langchain_utils.retriever | Retrieved chunk 5 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:30,961 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-08-09 22:21:31,994 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.1-flash-lite:generateContent "HTTP/1.1 200 OK"
2026-08-09 22:21:32,000 | INFO | langchain_utils.retriever | Starting MMR retrieval.
2026-08-09 22:21:32,000 | INFO | langchain_utils.retriever | Query: What are the features of AURIS?
2026-08-09 22:21:32,475 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:batchEmbedContents "HTTP/1.1 200 OK"
2026-08-09 22:21:32,488 | INFO | langchain_utils.retriever | MMR retrieval completed. Retrieved 5 documents.
2026-08-09 22:21:32,489 | INFO | langchain_utils.retriever | Retrieved chunk 1 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:32,489 | INFO | langchain_utils.retriever | Retrieved chunk 2 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:32,489 | INFO | langchain_utils.retriever | Retrieved chunk 3 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:32,489 | INFO | langchain_utils.retriever | Retrieved chunk 4 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:32,489 | INFO | langchain_utils.retriever | Retrieved chunk 5 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:32,490 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-08-09 22:21:33,643 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.1-flash-lite:generateContent "HTTP/1.1 200 OK"
2026-08-09 22:21:33,650 | INFO | langchain_utils.retriever | Starting MMR retrieval.
2026-08-09 22:21:33,650 | INFO | langchain_utils.retriever | Query: Tell me about RetailSphere
2026-08-09 22:21:34,115 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:batchEmbedContents "HTTP/1.1 200 OK"
2026-08-09 22:21:34,130 | INFO | langchain_utils.retriever | MMR retrieval completed. Retrieved 5 documents.
2026-08-09 22:21:34,131 | INFO | langchain_utils.retriever | Retrieved chunk 1 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:34,131 | INFO | langchain_utils.retriever | Retrieved chunk 2 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:34,131 | INFO | langchain_utils.retriever | Retrieved chunk 3 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:34,132 | INFO | langchain_utils.retriever | Retrieved chunk 4 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:34,132 | INFO | langchain_utils.retriever | Retrieved chunk 5 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:34,133 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-08-09 22:21:35,494 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.1-flash-lite:generateContent "HTTP/1.1 200 OK"
2026-08-09 22:21:35,498 | INFO | langchain_utils.retriever | Starting MMR retrieval.
2026-08-09 22:21:35,499 | INFO | langchain_utils.retriever | Query: How many records did RetailSphere process?
2026-08-09 22:21:35,991 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:batchEmbedContents "HTTP/1.1 200 OK"
2026-08-09 22:21:36,004 | INFO | langchain_utils.retriever | MMR retrieval completed. Retrieved 5 documents.
2026-08-09 22:21:36,004 | INFO | langchain_utils.retriever | Retrieved chunk 1 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:36,005 | INFO | langchain_utils.retriever | Retrieved chunk 2 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:36,005 | INFO | langchain_utils.retriever | Retrieved chunk 3 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:36,006 | INFO | langchain_utils.retriever | Retrieved chunk 4 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:36,006 | INFO | langchain_utils.retriever | Retrieved chunk 5 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:36,009 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-08-09 22:21:37,099 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.1-flash-lite:generateContent "HTTP/1.1 200 OK"
2026-08-09 22:21:37,102 | INFO | langchain_utils.retriever | Starting MMR retrieval.
2026-08-09 22:21:37,102 | INFO | langchain_utils.retriever | Query: What database architecture did RetailSphere use?
2026-08-09 22:21:37,565 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:batchEmbedContents "HTTP/1.1 200 OK"
2026-08-09 22:21:37,581 | INFO | langchain_utils.retriever | MMR retrieval completed. Retrieved 5 documents.
2026-08-09 22:21:37,581 | INFO | langchain_utils.retriever | Retrieved chunk 1 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:37,582 | INFO | langchain_utils.retriever | Retrieved chunk 2 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:37,582 | INFO | langchain_utils.retriever | Retrieved chunk 3 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:37,582 | INFO | langchain_utils.retriever | Retrieved chunk 4 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:37,582 | INFO | langchain_utils.retriever | Retrieved chunk 5 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:37,583 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-08-09 22:21:38,631 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.1-flash-lite:generateContent "HTTP/1.1 200 OK"
2026-08-09 22:21:38,634 | INFO | langchain_utils.retriever | Starting MMR retrieval.
2026-08-09 22:21:38,635 | INFO | langchain_utils.retriever | Query: Tell me about JourneyStory
2026-08-09 22:21:39,149 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:batchEmbedContents "HTTP/1.1 200 OK"
2026-08-09 22:21:39,160 | INFO | langchain_utils.retriever | MMR retrieval completed. Retrieved 5 documents.
2026-08-09 22:21:39,160 | INFO | langchain_utils.retriever | Retrieved chunk 1 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:39,160 | INFO | langchain_utils.retriever | Retrieved chunk 2 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:39,160 | INFO | langchain_utils.retriever | Retrieved chunk 3 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:39,160 | INFO | langchain_utils.retriever | Retrieved chunk 4 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:39,161 | INFO | langchain_utils.retriever | Retrieved chunk 5 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:39,163 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-08-09 22:21:40,351 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.1-flash-lite:generateContent "HTTP/1.1 200 OK"
2026-08-09 22:21:40,354 | INFO | langchain_utils.retriever | Starting MMR retrieval.
2026-08-09 22:21:40,354 | INFO | langchain_utils.retriever | Query: What technologies were used in JourneyStory?
2026-08-09 22:21:40,860 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:batchEmbedContents "HTTP/1.1 200 OK"
2026-08-09 22:21:40,876 | INFO | langchain_utils.retriever | MMR retrieval completed. Retrieved 5 documents.
2026-08-09 22:21:40,876 | INFO | langchain_utils.retriever | Retrieved chunk 1 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:40,877 | INFO | langchain_utils.retriever | Retrieved chunk 2 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:40,877 | INFO | langchain_utils.retriever | Retrieved chunk 3 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:40,878 | INFO | langchain_utils.retriever | Retrieved chunk 4 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:40,878 | INFO | langchain_utils.retriever | Retrieved chunk 5 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:40,883 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-08-09 22:21:41,965 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.1-flash-lite:generateContent "HTTP/1.1 200 OK"
2026-08-09 22:21:41,967 | INFO | langchain_utils.retriever | Starting MMR retrieval.
2026-08-09 22:21:41,968 | INFO | langchain_utils.retriever | Query: What is Kumud's current CGPA?
2026-08-09 22:21:42,469 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:batchEmbedContents "HTTP/1.1 200 OK"
2026-08-09 22:21:42,483 | INFO | langchain_utils.retriever | MMR retrieval completed. Retrieved 5 documents.
2026-08-09 22:21:42,484 | INFO | langchain_utils.retriever | Retrieved chunk 1 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:42,484 | INFO | langchain_utils.retriever | Retrieved chunk 2 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:42,484 | INFO | langchain_utils.retriever | Retrieved chunk 3 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:42,484 | INFO | langchain_utils.retriever | Retrieved chunk 4 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:42,484 | INFO | langchain_utils.retriever | Retrieved chunk 5 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:42,486 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-08-09 22:21:43,487 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.1-flash-lite:generateContent "HTTP/1.1 200 OK"
2026-08-09 22:21:43,490 | INFO | langchain_utils.retriever | Starting MMR retrieval.
2026-08-09 22:21:43,490 | INFO | langchain_utils.retriever | Query: What is Kumud's favorite football team?
2026-08-09 22:21:43,967 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:batchEmbedContents "HTTP/1.1 200 OK"
2026-08-09 22:21:43,984 | INFO | langchain_utils.retriever | MMR retrieval completed. Retrieved 5 documents.
2026-08-09 22:21:43,984 | INFO | langchain_utils.retriever | Retrieved chunk 1 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:43,984 | INFO | langchain_utils.retriever | Retrieved chunk 2 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:43,984 | INFO | langchain_utils.retriever | Retrieved chunk 3 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:43,984 | INFO | langchain_utils.retriever | Retrieved chunk 4 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:43,984 | INFO | langchain_utils.retriever | Retrieved chunk 5 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:21:43,986 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-08-09 22:21:45,016 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.1-flash-lite:generateContent "HTTP/1.1 200 OK"
2026-08-09 22:29:29,249 | INFO | langchain_utils.retriever | Vector database loaded successfully.
2026-08-09 22:29:29,250 | INFO | langchain_utils.retriever | MMR retriever initialized successfully.
2026-08-09 22:29:29,250 | INFO | langchain_utils.retriever | Starting MMR retrieval.
2026-08-09 22:29:29,250 | INFO | langchain_utils.retriever | Query: Tell me about AURIS
2026-08-09 22:29:29,918 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:batchEmbedContents "HTTP/1.1 200 OK"
2026-08-09 22:29:30,056 | INFO | langchain_utils.retriever | MMR retrieval completed. Retrieved 5 documents.
2026-08-09 22:29:30,057 | INFO | langchain_utils.retriever | Retrieved chunk 1 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:29:30,057 | INFO | langchain_utils.retriever | Retrieved chunk 2 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:29:30,058 | INFO | langchain_utils.retriever | Retrieved chunk 3 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:29:30,058 | INFO | langchain_utils.retriever | Retrieved chunk 4 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:29:30,058 | INFO | langchain_utils.retriever | Retrieved chunk 5 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:29:30,058 | INFO | langchain_utils.retriever | Starting MMR retrieval.
2026-08-09 22:29:30,059 | INFO | langchain_utils.retriever | Query: What technologies did I use for AURIS?
2026-08-09 22:29:30,544 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:batchEmbedContents "HTTP/1.1 200 OK"
2026-08-09 22:29:30,560 | INFO | langchain_utils.retriever | MMR retrieval completed. Retrieved 5 documents.
2026-08-09 22:29:30,560 | INFO | langchain_utils.retriever | Retrieved chunk 1 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:29:30,560 | INFO | langchain_utils.retriever | Retrieved chunk 2 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:29:30,560 | INFO | langchain_utils.retriever | Retrieved chunk 3 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:29:30,560 | INFO | langchain_utils.retriever | Retrieved chunk 4 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:29:30,560 | INFO | langchain_utils.retriever | Retrieved chunk 5 from source: Kumud_Salunke_Resume_nagarro.pdf
2026-08-09 22:29:30,562 | INFO | langchain_utils.retriever | Starting MMR retrieval.
2026-08-09 22:29:30,562 | INFO | langchain_utils.retriever | Query: What are the features of AURIS?
2026-08-09 22:29:31,110 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-embedding-001:batchEmbedContents "HTTP/1.1 200 OK"
2026-08-09 22:29:31,125 | INFO | langchain_utils.retriever | MMR retrieval completed. Retrieved 5 documents.
